"","month","race","severity","category","n"
"2697",2020-06-01,"White","misdemeanor","accessory or conspiracy",4
"2698",2020-06-01,"White","misdemeanor","arson",1
"2699",2020-06-01,"White","misdemeanor","assault and battery",2
"2700",2020-06-01,"White","misdemeanor","burglary",14
"2701",2020-06-01,"White","misdemeanor","contempt of court",1
"2702",2020-06-01,"White","misdemeanor","disturbing the peace",1
"2703",2020-06-01,"White","misdemeanor","drug offenses",12
"2704",2020-06-01,"White","misdemeanor","dui",2
"2705",2020-06-01,"White","misdemeanor","theft",8
"2706",2020-06-01,"White","misdemeanor","vandalism",2
"2707",2020-06-01,"White",NA,"assault and battery",1
"2708",2020-06-01,"White",NA,"probation violations",1
"2709",2020-06-01,"White",NA,"theft",2
